timestamp,x,y,z,v,com,azi,ele,snr,noise
0,-0.00681345583871007,0.04307052865624428,0.0,0.0,0.043606119056783896,-8.989299004357685,0.0,266,839
1,-0.025891132652759552,0.035087645053863525,0.0,0.0,0.04360611867007548,-36.42357318166456,0.0,266,839
2,0.6377394199371338,0.45757216215133667,0.0,0.0,0.7849100912318563,54.34090871102913,0.0,158,839
3,0.5178226232528687,0.7017529010772705,0.0,0.0,0.8721223557063812,36.42357160622368,0.0,172,858
4,-3.270458698272705,1.213943362236023,0.0,0.0,3.4884894415526753,-69.63585804331352,0.0,205,821
5,3.463961124420166,0.8869139552116394,0.0,0.0,3.5757017542635423,75.6384917521142,0.0,231,819
6,-5.690598011016846,2.654517412185669,0.0,0.0,6.279280883555519,-64.99216058650464,0.0,217,749
7,-7.054652214050293,1.8062773942947388,0.0,0.0,7.2822219058708235,-75.63848036306388,0.0,222,630
8,0.4088073670864105,0.510600209236145,0.0,-0.2414514124393463,0.654091765011698,38.6821890635161,0.0,171,775
9,0.6336514353752136,0.16224031150341034,0.0,-0.2414514124393463,0.6540917827260881,75.63849589005738,0.0,171,775
